"Date","Post ID","Network","Post Type","Content Type","Profile","Sent by","Link","Post","Linked Content","Impressions","Organic Impressions","Paid Impressions","Reach","Organic Reach","Paid Reach","Potential Reach","Engagement Rate (per Impression)","Engagements","Reactions","Likes","Dislikes","Love Reactions","Haha Reactions","Wow Reactions","Sad Reactions","Angry Reactions","Comments","Shares","Saves","Post Link Clicks","SproutLink Clicks","Other Post Clicks","Post Clicks (All)","Other Engagements","Subscribers Gained from Video","Annotation Clicks","Card Clicks","Video Views","Organic Video Views","Paid Video Views","Partial Video Views","Organic Partial Video Views","Paid Partial Video Views","Full Video Views","Organic Full Video Views","Paid Full Video Views","Full Video View Rate","Follow Video Views","For You Video Views","Hashtag Video Views","Business Account Video Views","Others Video Views","Search Video Views","Sound Video Views","Unspecified Video Views","Estimated Minutes Watched","Story Taps Back","Story Taps Forward","Story Exits","Story Replies","Video Added to Playlists","Subscribers Lost from Video","Video Removed from Playlists","Average Video Time Watched (Seconds)","Tags"
"1/26/2026 1:14 pm","17904092052348916","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818756594763508189","",,"296","296","","235","235","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","195","9","0","","","","",""
"1/26/2026 1:14 pm","18172012984387092","Instagram","Story","Photo","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818756494309925160","",,"304","304","","260","260","","","0.33%","1","","","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","241","21","0","","","","",""
"1/26/2026 12:28 am","18528319720065641","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818370956486672599","",,"207","207","","169","169","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","139","27","0","","","","",""
"1/26/2026 12:27 am","18084627850908977","Instagram","Story","Photo","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818370543901389507","",,"219","219","","173","173","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","189","2","0","","","","",""
"1/26/2026 12:27 am","17937064221120095","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818370371448367916","",,"220","220","","177","177","","","0.45%","1","","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","150","4","1","","","","",""
"1/26/2026 12:26 am","17900145330365803","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818370195530858328","",,"213","213","","181","181","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","199","3","0","","","","",""
"1/26/2026 12:26 am","18035624042552016","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818370120259895068","",,"217","217","","184","184","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","160","5","0","","","","",""
"1/26/2026 12:26 am","18102312625798763","Instagram","Story","Photo","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818369868257706900","",,"214","214","","186","186","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","196","3","0","","","","",""
"1/26/2026 12:26 am","17859845280596228","Instagram","Story","Photo","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818369760246009187","",,"207","207","","188","188","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","188","3","0","","","","",""
"1/26/2026 12:26 am","18376765195084071","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818369708144343564","",,"208","208","","191","191","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","179","5","0","","","","",""
"1/26/2026 12:25 am","18073069688526884","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818369490552236322","",,"214","214","","193","193","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","195","6","0","","","","",""
"1/26/2026 12:25 am","18343437301224392","Instagram","Story","Photo","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818369461234072321","",,"215","215","","198","198","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","199","2","0","","","","",""
"1/26/2026 12:24 am","17865689694557129","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818369118265814869","",,"224","224","","200","200","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","197","3","0","","","","",""
"1/26/2026 12:24 am","18111253744725774","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818368966910152363","",,"235","235","","200","200","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","191","6","0","","","","",""
"1/26/2026 12:23 am","18070688960449635","Instagram","Story","Photo","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818368504144204193","",,"238","238","","202","202","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","211","4","0","","","","",""
"1/26/2026 12:23 am","18092038637317881","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818368348795601600","",,"238","238","","210","210","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","201","7","0","","","","",""
"1/26/2026 12:22 am","17947160535096331","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818367954984022354","",,"249","249","","213","213","","","0.4%","1","","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","219","2","1","","","","",""
"1/26/2026 12:22 am","18110274721652333","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818367688855440815","",,"262","262","","220","220","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","226","6","0","","","","",""
"1/26/2026 12:21 am","18088544195098575","Instagram","Story","Photo","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818367645620515198","",,"262","262","","218","218","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","232","7","0","","","","",""
"1/26/2026 12:21 am","17871783237530227","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818367204455274176","",,"284","284","","231","231","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","216","8","0","","","","",""
"1/26/2026 12:20 am","17866918254552200","Instagram","Story","Photo","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818367029779284376","",,"286","286","","237","237","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","249","6","0","","","","",""
"1/26/2026 12:20 am","18106010044813779","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818366832722468487","",,"283","283","","238","238","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","227","4","0","","","","",""
"1/26/2026 12:19 am","17938462047114809","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818366520045500244","",,"276","276","","243","243","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","259","4","0","","","","",""
"1/26/2026 12:19 am","18142619155463607","Instagram","Story","Photo","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818366247969404182","",,"278","278","","251","251","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","254","6","0","","","","",""
"1/26/2026 12:18 am","18309505648271514","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818366136585425795","",,"303","303","","253","253","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","244","6","0","","","","",""
"1/26/2026 12:17 am","18078681176460187","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818365374530764937","",,"312","312","","262","262","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","251","8","0","","","","",""
"1/26/2026 12:17 am","17846806416647999","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818365320650699323","",,"324","324","","273","273","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","261","11","0","","","","",""
"1/26/2026 12:16 am","18108794497660101","Instagram","Story","Photo","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818365097295658012","",,"345","345","","283","283","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","282","8","0","","","","",""
"1/26/2026 12:15 am","18093028222769575","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818364516191588489","",,"365","365","","298","298","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","301","14","0","","","","",""
"1/26/2026 12:15 am","18105102844773833","Instagram","Story","Photo","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818364264894042962","",,"376","376","","320","320","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","310","14","0","","","","",""
"1/26/2026 12:14 am","18077148638058557","Instagram","Story","Photo","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3818363995762333340","",,"453","453","","384","384","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","308","28","0","","","","",""
"1/24/2026 7:09 pm","17849342040630304","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3817485871956836591","'@raulrosasjr @ufc  Raul Rosas Jr at UFC 324 with Cuervo 💪👀
#CHIWIWISSSSSS",,"194","194","","433","433","","","0.52%","1","","","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","338","94","0","","","","",""
"1/24/2026 1:33 am","18401839102130233","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3816953945575572583","",,"510","510","","418","418","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","275","151","0","","","","",""
"1/24/2026 1:32 am","18121060207563097","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3816953409501555437","",,"487","487","","433","433","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","450","10","0","","","","",""
"1/24/2026 1:31 am","17863166184567416","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3816953357408280326","",,"502","502","","444","444","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","458","12","0","","","","",""
"1/24/2026 12:37 am","18150874987440326","Instagram","Story","Photo","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3816926180725884750","",,"544","544","","446","446","","","0.37%","2","","","","","","","","","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","478","15","2","","","","",""
"1/24/2026 12:37 am","18123133258553017","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3816926038681613249","",,"517","517","","443","443","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","458","6","0","","","","",""
"1/24/2026 12:37 am","18039035375726928","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3816925897585247108","",,"526","526","","469","469","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","464","9","0","","","","",""
"1/24/2026 12:37 am","18072873524120424","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3816925815066474677","",,"560","560","","475","475","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","461","9","0","","","","",""
"1/24/2026 12:36 am","18095622419503351","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3816925527001670716","",,"611","611","","483","483","","","0.16%","1","","","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","470","13","0","","","","",""
"1/24/2026 12:36 am","17871790938515935","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3816925430247467314","",,"646","646","","492","492","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","407","4","0","","","","",""
"1/24/2026 12:36 am","18116635645613593","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3816925361192480737","Cuervo Dream Team 😏👏",,"624","624","","493","493","","","0.16%","1","","","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","419","5","0","","","","",""
"1/24/2026 12:35 am","18118911163517753","Instagram","Story","Photo","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3816925049362711144","",,"606","606","","508","508","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","524","12","0","","","","",""
"1/24/2026 12:35 am","18117088096581335","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3816924992177616234","",,"617","617","","522","522","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","516","16","0","","","","",""
"1/24/2026 12:35 am","18554497114009396","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3816924796706240091","",,"647","647","","539","539","","","0%","0","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","532","16","0","","","","",""
"1/24/2026 12:34 am","17910524535146862","Instagram","Story","Photo","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3816924217414187059","",,"670","670","","577","577","","","0.15%","1","","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","555","17","1","","","","",""
"1/24/2026 12:33 am","18056820377342980","Instagram","Story","Video","josecuervotequila"," ","https://www.instagram.com/stories/josecuervotequila/3816924153341980838","",,"800","800","","692","692","","","0.13%","1","","","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","520","52","0","","","","",""
"1/23/2026 4:26 pm","pw4xUx7fzYk","YouTube","Post","Video","Jose Cuervo"," ","https://www.youtube.com/watch?v=pw4xUx7fzYk","From America's #1 Margarita Family, Jose Cuervo® Double Strength Strawberry Margarita is a delicious, ready-to-serve cocktail with a double portion of tequila. Made with Jose Cuervo tequila, triple sec, strawberry, and citrus flavors. Simply chill, pour over ice, and enjoy anytime, anywhere with friends!",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","","0","","0","0","0","0","1","","","","","","","","","","","","","","","","","","0","","","","","0","0","0","",""
